BitsFlipped,OutputOnes,OutputFraction,ErrorPerN,Probability,MC_Probability,MC_Trials,LevelRealTrials,Log10TrialCount
14,136,0.5312500000,0.0312500000,1.174336781192e-03,1.200000000000e-03,20000,20000,26.4727
14,137,0.5351562500,0.0351562500,2.889277474120e-04,4.500000000000e-04,20000,20000,25.8637
14,138,0.5390625000,0.0390625000,5.621354300544e-05,5.000000000000e-05,20000,20000,25.1527
14,139,0.5429687500,0.0429687500,8.308837370546e-06,5.000000000000e-05,20000,20000,24.3224
14,140,0.5468750000,0.0468750000,8.751455441293e-07,0.000000000000e+00,20000,20000,23.3450
14,141,0.5507812500,0.0507812500,5.840422313683e-08,0.000000000000e+00,20000,20000,22.1693
14,142,0.5546875000,0.0546875000,1.852497174459e-09,0.000000000000e+00,20000,20000,20.6706
15,113,0.4414062500,-0.0585937500,4.149287431279e-10,0.000000000000e+00,20000,20000,21.7221
15,114,0.4453125000,-0.0546875000,1.415170255289e-08,0.000000000000e+00,20000,20000,23.2550
15,115,0.4492187500,-0.0507812500,2.299389854991e-07,0.000000000000e+00,20000,20000,24.4658
15,116,0.4531250000,-0.0468750000,2.373035989890e-06,0.000000000000e+00,20000,20000,25.4795
15,117,0.4570312500,-0.0429687500,1.749682336981e-05,0.000000000000e+00,20000,20000,26.3471
15,118,0.4609375000,-0.0390625000,9.827870758478e-05,5.000000000000e-05,20000,20000,27.0966
15,119,0.4648437500,-0.0351562500,4.378314575844e-04,3.500000000000e-04,20000,20000,27.7455
15,120,0.4687500000,-0.0312500000,1.590080988687e-03,1.500000000000e-03,20000,20000,28.3056
15,121,0.4726562500,-0.0273437500,4.801032925973e-03,4.600000000000e-03,20000,20000,28.7855
15,122,0.4765625000,-0.0234375000,1.222834452577e-02,1.095000000000e-02,20000,20000,29.1915
15,123,0.4804687500,-0.0195312500,2.656256210186e-02,2.640000000000e-02,20000,20000,29.5284
15,124,0.4843750000,-0.0156250000,4.961741058952e-02,4.735000000000e-02,20000,20000,29.7998
15,125,0.4882812500,-0.0117187500,8.019552712694e-02,7.905000000000e-02,20000,20000,30.0083
15,126,0.4921875000,-0.0078125000,1.126609071753e-01,1.159000000000e-01,20000,20000,30.1559
15,127,0.4960937500,-0.0039062500,1.379853192104e-01,1.339000000000e-01,20000,20000,30.2440
15,128,0.5000000000,0.0000000000,1.476051816510e-01,1.504000000000e-01,20000,20000,30.2733
15,129,0.5039062500,0.0039062500,1.379853192104e-01,1.403000000000e-01,20000,20000,30.2440
15,130,0.5078125000,0.0078125000,1.126609071753e-01,1.129500000000e-01,20000,20000,30.1559
15,131,0.5117187500,0.0117187500,8.019552712694e-02,7.880000000000e-02,20000,20000,30.0083
15,132,0.5156250000,0.0156250000,4.961741058952e-02,5.255000000000e-02,20000,20000,29.7998
15,133,0.5195312500,0.0195312500,2.656256210186e-02,2.740000000000e-02,20000,20000,29.5284
15,134,0.5234375000,0.0234375000,1.222834452577e-02,1.080000000000e-02,20000,20000,29.1915
15,135,0.5273437500,0.0273437500,4.801032925973e-03,4.650000000000e-03,20000,20000,28.7855
15,136,0.5312500000,0.0312500000,1.590080988687e-03,1.800000000000e-03,20000,20000,28.3056
15,137,0.5351562500,0.0351562500,4.378314575844e-04,2.500000000000e-04,20000,20000,27.7455
15,138,0.5390625000,0.0390625000,9.827870758478e-05,5.000000000000e-05,20000,20000,27.0966
15,139,0.5429687500,0.0429687500,1.749682336981e-05,0.000000000000e+00,20000,20000,26.3471
15,140,0.5468750000,0.0468750000,2.373035989890e-06,0.000000000000e+00,20000,20000,25.4795
15,141,0.5507812500,0.0507812500,2.299389854991e-07,0.000000000000e+00,20000,20000,24.4658
15,142,0.5546875000,0.0546875000,1.415170255289e-08,0.000000000000e+00,20000,20000,23.2550
15,143,0.5585937500,0.0585937500,4.149287431279e-10,0.000000000000e+00,20000,20000,21.7221
16,112,0.4375000000,-0.0625000000,9.216082155457e-11,0.000000000000e+00,20000,20000,22.7414
16,113,0.4414062500,-0.0585937500,3.385554047514e-09,0.000000000000e+00,20000,20000,24.3065
16,114,0.4453125000,-0.0546875000,5.936995737803e-08,0.000000000000e+00,20000,20000,25.5504
16,115,0.4492187500,-0.0507812500,6.626900847121e-07,0.000000000000e+00,20000,20000,26.5982
16,116,0.4531250000,-0.0468750000,5.296406237495e-06,0.000000000000e+00,20000,20000,27.5008
16,117,0.4570312500,-0.0429687500,3.232355354291e-05,0.000000000000e+00,20000,20000,28.2864
16,118,0.4609375000,-0.0390625000,1.568549214884e-04,3.000000000000e-04,20000,20000,28.9723
16,119,0.4648437500,-0.0351562500,6.221920024476e-04,2.500000000000e-04,20000,20000,29.5708
16,120,0.4687500000,-0.0312500000,2.057987786989e-03,2.050000000000e-03,20000,20000,30.0903
16,121,0.4726562500,-0.0273437500,5.760948556293e-03,5.850000000000e-03,20000,20000,30.5373
16,122,0.4765625000,-0.0234375000,1.380315614268e-02,1.445000000000e-02,20000,20000,30.9168
16,123,0.4804687500,-0.0195312500,2.855369673053e-02,2.760000000000e-02,20000,20000,31.2325
16,124,0.4843750000,-0.0156250000,5.133798402143e-02,5.230000000000e-02,20000,20000,31.4873
16,125,0.4882812500,-0.0117187500,8.063061468559e-02,7.795000000000e-02,20000,20000,31.6833
16,126,0.4921875000,-0.0078125000,1.110332570100e-01,1.127000000000e-01,20000,20000,31.8223
16,127,0.4960937500,-0.0039062500,1.343995583960e-01,1.310000000000e-01,20000,20000,31.9052
16,128,0.5000000000,0.0000000000,1.432108084981e-01,1.458000000000e-01,20000,20000,31.9328
16,129,0.5039062500,0.0039062500,1.343995583960e-01,1.342500000000e-01,20000,20000,31.9052
16,130,0.5078125000,0.0078125000,1.110332570100e-01,1.126000000000e-01,20000,20000,31.8223
16,131,0.5117187500,0.0117187500,8.063061468559e-02,8.040000000000e-02,20000,20000,31.6833
